Nom : fesfs VS ezf
Score j1 : 15 Score j2 : 9
Nom : 1 VS 2
Score j1 : 15 Score j2 : 11
Nom : 1 VS 2
Score j1 : 11 Score j2 : 13
Nom : 1 VS 2
Score j1 : 14 Score j2 : 12
Nom : 1 VS 2
Score j1 : 17 Score j2 : 7
Nom : 1 VS 2
Score j1 : 14 Score j2 : 10
Nom : 2 VS 1
Score j1 : 10 Score j2 : 12
Nom : 1 VS 2
Score j1 : 15 Score j2 : 24
Nom : 1 VS 2
Score j1 : 5 Score j2 : 5
Nom : 1 VS 2
Score j1 : 7 Score j2 : 9
Nom : l VS 2
Score j1 : 7 Score j2 : 6
Nom : l VS 2
Score j1 : 7 Score j2 : 6
